"shop_id","mean_lo","mean_la"
"s_1060794",119.001636857143,31.6881644285714
"s_1060908",117.270596393258,34.8574129213483
"s_106102",116.091465042254,39.2068804507042
"s_1063",119.042974538462,25.2072770769231
"s_1063147",117.270603470199,34.8571245629139
"s_1063190",121.49613825,32.0807156944444
"s_1065347",109.093228056522,34.3964167913043
"s_1065600",116.761431645833,40.7375670625
"s_106617",121.954898963855,39.5873722409639
"s_106654",120.330660631068,32.3288011941748
"s_1066832",118.24458772973,32.2632052972973
"s_1067479",119.1248655,25.6030215
"s_1069756",117.813187297619,39.6172707023809
"s_1070782",117.705556447458,36.8295427254237
"s_1070878",114.518618444444,30.9123596666667
"s_1071640",121.956951857143,39.5888642285714
"s_1074181",120.695002933333,31.9550171466667
"s_1074351",117.270514469388,34.8571664591837
"s_1075916",120.555944592,30.851200168
"s_1076462",114.518910177536,30.9118988115942
"s_1077137",122.594417125,31.581633953125
"s_1077802",117.839179018692,25.3329075420561
"s_107788",106.962837,29.79696
"s_1079361",117.270541021739,34.8563539891304
"s_1080420",115.195574195489,38.5416073533835
"s_1081687",120.925742803571,32.1493196607143
"s_108176",121.313282571429,31.916358452381
"s_1082089",109.093408773333,34.3963701777778
"s_1082544",121.495452,32.0806342
"s_1083",109.093057056777,34.3964185952381
"s_1084327",121.19252899278,31.7993697761733
"s_1084649",119.002694,31.688265
"s_1085665",114.330952176471,23.3054550588235
"s_10859",116.761284865169,40.7380147463884
"s_1086206",114.091675222222,23.9282795555556
"s_1088390",119.630017420561,26.7459463084112
"s_1088475",116.937761,40.4964830263158
"s_1088638",117.705339091371,36.8290833705584
"s_1089663",122.592459294393,31.5824577056075
"s_1091614",122.34664428,31.83449048
"s_1092889",114.518326611111,30.912146
"s_1093389",109.264942804878,35.2585062926829
"s_1094241",120.334438680851,32.3267558723404
"s_1094909",122.004166061224,31.517139744898
"s_1094944",121.731011707113,32.6029341213389
"s_1095173",121.112171,31.974675
"s_10972",118.047341307927,31.8935044756098
"s_1099516",120.487222153846,32.2567958461538
"s_1099684",120.55248196875,30.85295134375
"s_1099827",114.437391611111,23.5589821666667
"s_1100736",117.452671825,39.5888056
"s_1100967",120.40580625,33.337244
"s_1100986",113.999989076923,34.889128918552
"s_1101287",119.193301,32.424422
"s_1102572",122.246517,37.983622
"s_1102620",122.1771859,38.427304
"s_110312",121.002529217391,30.9077196195652
"s_1103736",116.0893675,28.7736855
"s_1103875",119.612545109091,26.7511270545455
"s_1103944",109.093672012422,34.3962634720497
"s_1104458",117.270588666667,34.8579506666667
"s_1105219",122.0068948,31.5165866
"s_110658",118.730867,32.4501643285714
"s_110661",118.206369176471,24.7833364117647
"s_1109105",119.874765962963,32.7547322037037
"s_11110",112.325538719368,32.6856363043478
"s_1112656",120.745475074627,30.815719638806
"s_1113752",122.272814146067,37.9797704382022
"s_1114306",109.265249064516,35.258872016129
"s_1115229",115.092395285714,38.9311270476191
"s_1115648",117.705653614286,36.8285367428571
"s_1117346",113.5636555,23.1582523571429
"s_1118226",122.596614427653,31.5825759067524
"s_1118857",119.629834222222,26.7452509555556
"s_1118858",122.59339825283,31.5815094037736
"s_1119772",121.133630443182,31.1981057159091
"s_1120160",116.089821851064,39.2077836170213
"s_1120695",117.706599209302,36.8285428139535
"s_112224",116.759369,40.7372650454545
"s_1122791",122.140753131148,39.8186463032787
"s_1123382",120.611678076923,34.0556061538462
"s_1123387",119.874003090909,32.7542397272727
"s_11240",116.941834304167,40.4968555416667
"s_1124770",117.913797,39.589387
"s_1125470",117.270575963542,34.8569324791667
"s_1126",121.963397898148,31.652919212963
"s_1126238",121.954927241176,39.5895915647059
"s_1126255",104.417733042857,31.28598975
"s_1126865",120.405465135135,30.535887027027
"s_1127179",116.942092754098,40.4946733606557
"s_1127426",118.899864255319,25.4341627021277
"s_1127489",117.270953802469,34.8580940987654
"s_1128353",120.494221910256,36.4553334423077
"s_1128535",119.62905175,26.745330875
"s_1130627",120.405768099638,33.3368669492754
"s_1130983",114.642894272727,35.2292507272727
"s_11314",120.611398361798,34.0554252292135
"s_1131600",122.271993595745,37.9801041702128
"s_1131746",122.177158761905,38.4274227619048
"s_1133359",121.192181137931,31.7985431206897
"s_1133951",114.43635355,23.5597149
"s_113410",115.448450545455,38.7552843181818
"s_11343",114.000397952802,34.8899732374631
"s_1134507",120.49420835503,36.4545464970414
"s_1134841",120.630627,34.099191
"s_1134867",120.808622,31.431568
"s_1135668",114.000351590604,34.889655590604
"s_11364",120.406888613546,30.5353704501992
"s_1138950",122.347754093023,31.8338904418605
"s_1139383",116.863456045455,40.3287668787879
"s_11394",120.406749683333,30.5353131939394
"s_1139407",116.655523,41.216555
"s_113954",120.62973025,34.0992020833333
"s_1139679",119.125494685714,25.6045026571429
"s_1140262",122.17718921875,38.42737525
"s_1140419",113.781738,23.33889
"s_1140554",121.493903351064,32.0811219893617
"s_1140918",121.531720395455,38.2151611227273
"s_1144",121.963031117647,31.6533384705882
"s_1145103",120.69318016,31.95320728
"s_1145907",117.270998871795,34.858144
"s_1146543",118.236858964523,32.2397484878049
"s_1146689",117.270611333333,34.8563100333333
"s_1147383",114.51196690184,30.8972064601227
"s_1149544",122.178141055556,38.4275616388889
"s_1150421",121.13471075,31.19896075
"s_1151286",112.324678248815,32.6857211398104
"s_11516",122.27420271179,37.9812284235808
"s_1154200",114.435426583333,23.5598725416667
"s_1157558",117.913452833333,39.5897621666667
"s_11587",116.089192476415,28.7715557735849
"s_1159397",114.831451724806,31.234174251938
"s_11611",122.004916238281,31.5169584973958
"s_1161487",109.09336465625,34.39597665
"s_1161707",117.270343454545,34.8564003732057
"s_11618",117.9138981296,39.5900534144
"s_1163891",114.517812033898,30.9112816949153
"s_1164115",117.839107682959,25.3329491321004
"s_1164159",119.043050103448,25.2072597586207
"s_1164535",115.299594125,37.5763104285714
"s_11648",114.513911596899,30.9099252118863
"s_1165035",118.898044381818,25.4345589272727
"s_1165221",109.290574461538,35.1826210769231
"s_1165316",113.781764759036,23.3387512289157
"s_1166092",117.269516075758,34.8575358484849
"s_1166591",104.415392818182,31.2857158181818
"s_1166684",117.270465795455,34.8574047045455
"s_1167777",106.961973308824,29.7975175735294
"s_1168699",122.273806264151,37.9806721100629
"s_1169335",117.2710118125,34.8581683125
"s_1170544",120.627992107143,34.1022872857143
"s_1171611",119.043904311111,25.2059273555556
"s_1171767",121.111673496894,31.9748199006211
"s_1172317",117.36553472,40.66597988
"s_1172365",122.177554325,38.429116
"s_1172480",117.365464586957,40.6660365869565
"s_1172496",117.701059798165,35.1317013669725
"s_11733",112.489615820755,41.7917780943396
"s_1173492",117.364595875,40.666053125
"s_117363",123.660023,42.40264
"s_1174332",117.45121875,39.589023
"s_1174342",117.270648825397,34.8558828367347
"s_1175711",117.365177428571,40.6662870714286
"s_1176589",117.270943783333,34.8581972166667
"s_1176856",121.496341359223,32.080830815534
"s_1176994",121.325568117647,31.7761048529412
"s_11771",120.355232533742,32.351714809816
"s_1177459",116.940236914286,40.4956098857143
"s_117882",117.83877015,25.33240645
"s_1179512",113.781745,23.338836
"s_1179955",113.563840586957,23.1587101086957
"s_11805",120.555978744681,30.851038643617
"s_1180531",104.440540763158,31.3630747368421
"s_1181443",117.364761934783,40.6664315652174
"s_11815",120.495314963415,36.4535054268293
"s_1181691",120.33167575,32.3288375625
"s_1182509",114.002885592593,34.8889242222222
"s_1184964",118.236697813953,32.2413824651163
"s_1185594",120.330002146341,32.328972847561
"s_118619",116.091407518519,39.2092734444444
"s_1186383",121.53157,38.216236
"s_118705",120.744798,30.8152415625
"s_1187707",123.7992445,42.3665465
"s_1188731",117.913859574879,39.5894789492754
"s_1189511",114.515363,30.910725
"s_11905",122.255665040773,31.3511628304721
"s_1190792",120.612294974194,34.0558322258065
"s_1191050",115.08812722,30.6905372933333
"s_1191231",117.270673035176,34.8561514472362
"s_1191698",117.706226377358,36.8304056100629
"s_1193138",109.092941604651,34.3963808837209
"s_1193857",117.270449527778,34.8566389166667
"s_1194830",119.193909069091,32.4241925527273
"s_1195442",120.406785686275,33.336976745098
"s_1196706",115.088144169231,30.6904311692308
"s_119793",120.408066956522,33.3339343478261
"s_1198312",120.745874977863,30.8158062732824
"s_1198407",121.000192847328,30.9079054274809
"s_1198956",116.941149971193,40.4959419670782
"s_119912",122.1869522,32.172976
"s_119920",118.730729,32.450035
"s_1199333",117.270653,34.8562546666667
"s_1199377",113.563641377049,23.1583780901639
"s_1199884",114.092097163636,23.9266617212121
"s_1200129",113.78168725,23.3386215
"s_1200376",117.271074379592,34.858190522449
"s_1200493",120.5539095,30.85329475
"s_1200644",119.125022125,25.60380491875
"s_12015",117.840100443396,25.3346683207547
"s_1201975",116.761378,40.73753285
"s_1202321",117.8395675,25.333426875
"s_1203375",122.346875682692,31.8337082884615
"s_1203412",121.133837,31.1974385
"s_12035",114.000402801653,34.8899530881543
"s_1203550",113.81966375,34.9508805
"s_1203796",118.236937,32.239649
"s_1203918",120.406475251701,33.3373127346939
"s_1204",120.55517655102,30.8521771683673
"s_12040",116.44411231405,29.228943677686
"s_1204023",119.00014,31.734394
"s_1204060",104.4178338,31.2866910666667
"s_1205961",116.089814129268,39.2079296560976
"s_1205983",109.093215142857,34.396253
"s_1206536",122.17793,38.427457
"s_1207215",113.78216725,23.3368221759259
"s_120808",115.445709761905,38.7562809047619
"s_12081",118.23817777635,32.2406244781491
"s_1208253",117.270698445313,34.8578473945312
"s_120836",116.08979642,39.209738
"s_1208985",122.347812904762,31.8354576190476
"s_1210697",117.697871,36.83352425
"s_1210860",114.831095651163,31.2334658837209
"s_1210987",122.2717056,37.980120225
"s_1211332",120.807528739583,31.43170571875
"s_1211554",118.731493888889,32.4491488888889
"s_1211734",119.12550972093,25.6049905581395
"s_1212114",117.913756851852,39.589679
"s_121342",115.193714266667,38.5421592222222
"s_1213580",117.271457721818,34.8587194636364
"s_121371",119.194960463366,32.4243112178218
"s_1214712",119.326917558824,32.6435910588235
"s_1214828",122.347177088235,31.8338525588235
"s_1214829",121.962178172414,31.6512883448276
"s_1215323",113.781983947917,23.337441765625
"s_1215571",109.093543349057,34.3962716509434
"s_1215854",116.089843830189,39.2094981132075
"s_1216181",122.181622830189,32.1825126603774
"s_1216360",106.963046133333,29.796887
"s_1216574",122.179029711111,32.1817367555556
"s_1217813",122.3466695875,31.8348335375
"s_1218242",122.180220125,32.182174175
"s_1218675",113.186249776978,38.3794512446043
"s_1219089",122.308969304348,32.0881218043478
"s_1219090",122.308341978947,32.0881770842105
"s_1219936",119.327389688889,32.6444253259259
"s_1220777",122.255742263158,31.3504911447368
"s_1221021",118.237771914894,32.2418247659574
"s_122231",117.701676202247,35.1319109438202
"s_1222415",122.25578973913,31.3512815362319
"s_1222417",122.25586305,31.351464775
"s_12225",120.555789573727,30.8512299088472
"s_1222901",117.706433178571,36.8292684489796
"s_1223075",114.831664676259,31.2347010719424
"s_12236",114.347931962025,23.311621721519
"s_1224414",116.863024860759,40.3265755822785
"s_1225459",109.093645744986,34.3962148338109
"s_12258",123.800139214015,42.3670197689394
"s_1225841",120.406812447154,30.5354768617886
"s_1225966",119.043988320388,25.2061217475728
"s_1226168",109.09368409455,34.3964245917686
"s_1226254",119.043867085366,25.2062198902439
"s_12281",114.517297054374,30.9113887186761
"s_1228218",122.34665315,31.83486431
"s_1228219",122.255986550725,31.3517298550725
"s_12298",119.04350805414,25.2056220191083
"s_12304",117.364977649351,40.6657996818182
"s_1234521",122.180965,32.181688
"s_1234946",114.474613432432,31.0816472162162
"s_12350",120.807059057143,31.4316018
"s_1235377",122.18171696875,32.1817394375
"s_1235454",117.362646,39.639118
"s_1236260",122.180052392971,32.181720284345
"s_1236343",120.354444027778,32.351163125
"s_12420",111.351614487762,31.2162380087413
"s_12429",114.641948273333,35.2396050177778
"s_1243486",121.7295446,32.6036674
"s_12451",117.450333378641,39.5884474368932
"s_12452",116.09020775,39.2083033958333
"s_1246131",121.000811272727,30.9090872727273
"s_124754",113.563887295082,23.1585245409836
"s_12499",118.049092959064,31.8921775818713
"s_12502",119.873836232704,32.7547411886792
"s_12504",121.365110748148,32.3168748111111
"s_1252044",122.178650227273,38.4274317840909
"s_12521",119.192829285593,32.4247380754237
"s_125261",115.092605669291,38.9325256220472
"s_1254143",119.865049004149,26.6598431078838
"s_12547",120.807558897619,31.4324822285714
"s_12558",115.299284595469,37.5759880226537
"s_12565",114.474809931691,31.0818989820829
"s_1256610",122.181950714286,32.1817624464286
"s_1256756",121.002011891192,30.9071766476684
"s_12569",120.40867647191,33.3368863071161
"s_1256921",121.00294856962,30.9072056075949
"s_1258698",118.204675959184,24.7842301836735
"s_1259270",122.183840038095,32.1812888
"s_1259378",119.874829656836,32.753551538874
"s_1262132",117.270617272727,34.8562827045455
"s_126344",118.239457105061,32.2411970787956
"s_12639",122.347160448276,31.8341305960591
"s_12670",121.448385276104,31.6302732068273
"s_1268717",113.184772245283,38.3775025283019
"s_12690",115.093254365352,38.9313533653516
"s_12697",112.326451834872,32.6880305907692
"s_1270881",115.195013333333,38.540361
"s_12711",113.790811340659,23.8332582472527
"s_1271815",118.2050568,24.7846305
"s_1272007",119.627706614035,26.7460180350877
"s_1272546",114.00209177907,34.8897078255814
"s_127341",120.405798,33.337453
"s_12738",121.963679262626,31.6534598585859
"s_1273818",119.043658915344,25.2069649206349
"s_1273837",118.201503466667,24.7829603333333
"s_1275465",121.963013833333,31.652913
"s_127656",116.940146666667,40.4959445170068
"s_1278381",122.178762,38.428158
"s_12797",116.443871077691,29.2290220965594
"s_1280325",118.20503640625,24.78367134375
"s_1280481",104.813297104478,30.965694380597
"s_1280625",113.144101,38.443657
"s_1282377",112.324635533742,32.6863899447853
"s_1282824",120.926975714286,32.1488802063492
"s_1283349",112.491073,41.791883
"s_1284558",113.782146545455,23.3368494545455
"s_12860",121.314171494545,31.7863376909091
"s_1287028",116.090022084615,39.208479
"s_128741",121.954750752212,39.5895166106195
"s_1287946",113.781310052174,23.3378273304348
"s_1288406",119.043820242718,25.2068324951456
"s_12896",120.330745234694,32.3290985357143
"s_129094",115.446352,38.755742
"s_1291650",122.141738166667,39.8192041388889
"s_1291866",116.090601053571,39.2086781607143
"s_129403",121.002689352941,30.9075074643963
"s_129481",118.047859975,31.893262825
"s_1294888",114.092750918033,23.9270478278689
"s_129535",121.531653731707,38.2162185609756
"s_1296095",120.494495666667,36.4560348333333
"s_129742",122.272436535714,37.98008225
"s_1298092",120.694945973684,31.9552603157895
"s_12981",119.12458320625,25.6053096625
"s_1298705",119.043848972973,25.2064517837838
"s_129882",122.273606,37.980936
"s_1299251",117.808652,39.715844
"s_1299426",109.093621,34.396209
"s_1299731",114.001647673913,34.889303173913
"s_130047",104.414648948276,31.2868326810345
"s_130105",116.088503892857,28.7723283214286
"s_1302099",120.926139940299,32.1494612238806
"s_1303295",114.5188153125,30.9124325416667
"s_13041",119.866263510896,26.6605521694915
"s_130420",117.363795848485,40.6383992386364
"s_1304957",120.609693870813,34.0575182009569
"s_1305498",118.727978685315,32.4517785944056
"s_1307602",119.044010096154,25.206103
"s_1308227",118.20557897561,24.783214097561
"s_1309013",122.255223587838,31.3517980135135
"s_130911",117.916132584,39.589684384
"s_1309123",117.712336858824,35.1329352117647
"s_1309875",117.706920044118,36.8291408529412
"s_131000",114.002531186047,34.8890307674419
"s_13114",121.448267804071,31.6303032671756
"s_1311618",121.731322691358,32.6031292592593
"s_1312256",119.002395517241,31.6873253448276
"s_131231",115.17762625,38.559159
"s_1312383",122.1409558625,39.8191107875
"s_1313118",115.299009970588,37.5764719852941
"s_1313811",122.255915134228,31.3512559194631
"s_131606",121.1927165,31.8002015384615
"s_131715",122.181814794118,32.1817399852941
"s_1317456",115.092185821429,38.9318031785714
"s_13177",118.237833832023,32.2404246611866
"s_131818",120.493784166667,36.4561692916667
"s_131895",122.346931297619,31.8337665952381
"s_1320175",120.553661535433,30.8521162677165
"s_13202",121.312623911681,31.9181483390313
"s_13203",120.630507857461,34.0990128463252
"s_1320358",115.195298666667,38.5416165634921
"s_132108",119.327092945,32.64453809
"s_13222",116.94161543021,40.4966711070746
"s_13230",120.329976111111,32.3294997555556
"s_132312",121.193479151786,31.7990808839286
"s_1323525",120.555609531915,30.8514296170213
"s_1324191",117.705621111111,36.8290501481481
"s_1326093",117.707092595376,36.8292371156069
"s_13266",119.043733694915,25.2058024745763
"s_1329736",117.838028882845,25.3319556401674
"s_133",121.13440265812,31.1975621282051
"s_1331326",114.437198818182,23.5587067272727
"s_1332",113.565357797872,23.1590419361702
"s_13320",118.190883769029,32.855734851706
"s_1333732",119.002353958333,31.6883085833333
"s_1334527",112.32588716079,32.6864841960508
"s_133473",115.093044664234,38.9317266131387
"s_1336941",120.353594352941,32.350486
"s_133772",115.088625951542,30.6901953700441
"s_1337922",113.56358426087,23.1576672608696
"s_134112",118.729636026578,32.4502731760797
"s_13425",117.703816518018,35.1316635495496
"s_134331",119.326749586207,32.6444769655172
"s_1343416",113.564689342282,23.159523557047
"s_1345393",122.177456204545,38.4272205227273
"s_1345550",113.563515784314,23.1580175816993
"s_1346359",119.043384272727,25.2077327272727
"s_134643",116.444169,29.228594
"s_1346456",117.255827977778,36.8984556444444
"s_1347278",120.7466375,30.815587
"s_1347287",122.307963875,32.0874964285714
"s_13477",121.193647131102,31.800868511855
"s_134834",121.135873078947,31.1977896447368
"s_1348876",121.530984690104,38.2153951953125
"s_1349632",114.001172242105,34.8889769578947
"s_1349652",119.002410190476,31.6869122380952
"s_1350876",121.000332258581,30.9079086590389
"s_13513",114.436562298507,23.5589496716418
"s_1353355",119.6283453125,26.7462846625
"s_135336",114.47515624,31.08150018
"s_1354731",120.408617342697,33.3372214044944
"s_1354818",116.442708287879,29.2295358787879
"s_1355338",118.204911,24.783311
"s_135549",116.443875194805,29.2285524025974
"s_135646",113.81914,34.9509118
"s_135671",116.862498626198,40.3258753610224
"s_1356857",121.96351125,31.65369925
"s_135724",120.746137261905,30.815795952381
"s_1358553",122.59364365,31.581858945
"s_1359049",118.047402396226,31.8920536981132
"s_136016",116.86363974359,40.3262711623932
"s_1360844",113.788934083333,23.831602375
"s_1362171",115.448608333333,38.7550723333333
"s_136219",107.517259693878,29.7383867755102
"s_1362997",112.326355235294,32.6855927058823
"s_1364182",120.746166746939,30.815694477551
"s_136432",114.000304655172,34.8890720344828
"s_1364320",117.360586735294,40.6383091176471
"s_136522",114.641207052632,35.2392031052632
"s_1365449",117.452300522727,39.5884657954545
"s_136579",122.272700327273,37.9803302
"s_1365920",121.112567378049,31.9747357439024
"s_1366216",119.875436925,32.75469746875
"s_1366565",120.926966894737,32.1491013552632
"s_136680",115.193280930108,38.540062016129
"s_1367168",117.270990076923,34.8580085384615
"s_1367262",120.926827844,32.14910838
"s_136741",119.193074747826,32.4244201130435
"s_1367916",112.326549933333,32.6856822
"s_1368107",120.807852738095,31.4308143095238
"s_1369166",120.926922534884,32.1491142015504
"s_136935",120.745522705263,30.8157987473684
"s_1370943",122.140777111111,39.8192382592593
"s_1371688",121.531646617834,38.2162634968153
"s_13720",116.090045546218,28.7735210252101
"s_137207",121.365097787234,32.3163641382979
"s_1373832",120.926865909091,32.1491469886364
"s_137386",115.4469115625,38.7556756875
"s_1374635",118.72822445614,32.4514717017544
"s_1374739",120.92699953271,32.1490555981308
"s_1375123",120.92682995,32.14916866
"s_1375124",120.926898824561,32.1491311754386
"s_1375126",120.927066077586,32.14901025
"s_1375848",114.516973560976,30.9115728902439
"s_1376098",120.926913287879,32.1491091287879
"s_1376270",117.450486,39.588898
"s_1376469",120.926960953488,32.149096244186
"s_1376470",120.926941133333,32.1490744066667
"s_1377379",119.249987,32.617939
"s_137744",115.089310890756,30.6911803109244
"s_1378725",120.92706623913,32.1490256304348
"s_137892",122.273656833333,37.9802055833333
"s_1379377",114.51874842,30.91239846
"s_1379641",117.70638526087,36.8303450386473
"s_1379699",120.92691744,32.1491153
"s_1379701",120.926995119048,32.1490534761905
"s_1379964",119.629555363636,26.7450608909091
"s_1380274",113.781971322581,23.3374835483871
"s_1380591",113.783230204969,23.3355691677019
"s_1381318",104.4421735,31.3621576944444
"s_1381474",120.926878732283,32.1491453622047
"s_1381475",120.926890733746,32.1491144210526
"s_1381796",119.628789,26.7458257
"s_1382380",107.517217764706,29.7381140352941
"s_1382583",122.178739333333,38.4281645555556
"s_1382637",109.093875333333,34.3963293229167
"s_1382687",113.564802665,23.15829453
"s_1383327",117.913731590361,39.5896600361446
"s_1383550",120.926848304348,32.1494555341615
"s_1383804",104.815346820225,30.9624135674157
"s_1383819",120.926909813559,32.1490906271186
"s_1383959",119.87443631746,32.7534073333333
"s_1384353",120.608286,34.05921
"s_1385338",118.728306024793,32.4512831157025
"s_1385376",119.873773076923,32.7539753846154
"s_1386414",116.444120537736,29.2292821037736
"s_1387434",109.093517661448,34.3966641409002
"s_1387635",114.33238625,23.306113
"s_1389132",119.044637,25.205813
"s_1391269",113.790565083333,23.8332181388889
"s_1392063",117.255581018692,36.8990646635514
"s_1392131",122.307138269231,32.0874434038462
"s_1392455",117.837303207792,25.3328123116883
"s_1392881",119.629821208696,26.744937226087
"s_1393961",104.431662054054,31.2763222972973
"s_1394575",116.086812543478,28.7725464565217
"s_1394583",112.326310666667,32.6856763333333
"s_1396373",120.487972925926,36.4587275185185
"s_1396510",116.088718241071,28.7718903035714
"s_13967",113.516228387097,34.8551986175115
"s_1398375",117.813812640884,39.6183395469613
"s_1398427",117.452553621622,39.5886106810811
"s_1399777",122.177717378378,38.4284332972973
"s_140033",113.817245888889,34.9462321975309
"s_1400552",114.43644475,23.558337
"s_140147",122.004504625,31.5158472666667
"s_1401773",114.09208,23.929068
"s_1402885",109.093735355469,34.3963159726562
"s_1403260",116.088078910377,28.7719396132075
"s_1403511",114.330858333333,23.3055240740741
"s_1403605",120.331951375,32.3298986458333
"s_140376",118.204259050314,24.7823670314465
"s_140444",122.255578931818,31.3511698863636
"s_1406329",121.110869,31.9746855333333
"s_140664",120.494903933333,36.454764
"s_1406801",121.193697,31.8003285
"s_1407220",107.517326862069,29.738293137931
"s_1407542",120.612252033898,34.0551770847458
"s_1407548",120.611220625,34.055832578125
"s_140773",122.594832845455,31.5818406545455
"s_140852",121.954948528736,39.5889648045977
"s_1408547",114.330349,23.3057403333333
"s_1410122",117.270589180233,34.8572269534884
"s_1410179",118.048035584034,31.893148289916
"s_141037",122.141832787611,39.819135619469
"s_14107",117.360158972222,40.6382000555556
"s_1413453",118.727881675676,32.4516161621622
"s_1413833",120.926945974026,32.149096961039
"s_141426",104.44201825,31.3616728068182
"s_1414581",113.78199708046,23.3375661954023
"s_1416035",118.900244227273,25.4332546363636
"s_1417112",119.865013889381,26.6597824557522
"s_1418188",120.80865256,31.4318552
"s_1418342",112.3272539375,32.683881875
"s_1418359",120.807996087719,31.4314439415205
"s_1418362",121.312721935883,31.9176679707537
"s_14187",120.999665581395,30.9066501395349
"s_1418738",121.325977590909,31.7767830113636
"s_141882",117.839580727273,25.3330153181818
"s_141925",117.839420637681,25.3327187101449
"s_1419534",119.0437105,25.2070395
"s_1420378",121.191847858333,31.7986798416667
"s_1421048",113.563652096386,23.1580002710843
"s_14218",117.812198235294,39.6192843235294
"s_1422187",119.043978574324,25.2071586216216
"s_14225",117.8138055625,39.6184334375
"s_142276",121.133830428571,31.1974186623377
"s_1423144",104.814965333333,30.9636154803922
"s_1423200",113.563214502857,23.1611496171429
"s_1423736",121.963995869565,31.6545709782609
"s_1423778",119.002786197368,31.68821125
"s_1424429",120.32998625,32.3295205
"s_1425466",122.345933662722,31.8346994398422
"s_1426013",122.308479552795,32.0880822111801
"s_1426508",117.812947378378,39.6180622522523
"s_14268",119.044072444444,25.2074480740741
"s_1427143",113.818896741935,34.9497316236559
"s_1427611",117.453166763314,39.5880187928994
"s_1427926",118.047549333333,31.8928233333333
"s_142886",120.493969795918,36.4545551734694
"s_1429127",120.80774375,31.431503
"s_1429374",104.415233433962,31.2857762264151
"s_1429779",118.899786185185,25.4338799259259
"s_142991",119.194348498305,32.4245423152542
"s_1430117",113.782109451613,23.3368820645161
"s_1430422",122.270151861111,37.9801510833333
"s_1430441",122.273047675,37.9800677
"s_1431012",119.044572325,25.20609035
"s_143142",104.815279114943,30.9636851034483
"s_1431978",118.192213,32.857284
"s_143238",116.759404066411,40.7374094533844
"s_143259",117.365801875303,40.6657024225182
"s_143304",122.255574055587,31.351004647009
"s_1434386",119.326160890351,32.645304747076
"s_1434743",121.312951882353,31.9161225294118
"s_1434794",120.630476734568,34.0985983148148
"s_143539",122.308818076923,32.0807265384615
